path,original_path,label
4k_mafulda_structured_v3\imbalance\20g\21.504_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\21.504.csv,1
4k_mafulda_structured_v3\imbalance\20g\21.504_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\21.504.csv,1
4k_mafulda_structured_v3\imbalance\20g\21.504_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\21.504.csv,1
4k_mafulda_structured_v3\imbalance\20g\21.504_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\21.504.csv,1
4k_mafulda_structured_v3\imbalance\20g\21.504_slice_4.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\21.504.csv,1
4k_mafulda_structured_v3\imbalance\20g\21.504_slice_5.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\21.504.csv,1
4k_mafulda_structured_v3\imbalance\20g\21.504_slice_6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\21.504.csv,1
4k_mafulda_structured_v3\imbalance\20g\21.504_slice_7.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\21.504.csv,1
4k_mafulda_structured_v3\imbalance\20g\22.7328_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\22.7328.csv,1
4k_mafulda_structured_v3\imbalance\20g\22.7328_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\22.7328.csv,1
4k_mafulda_structured_v3\imbalance\20g\22.7328_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\22.7328.csv,1
4k_mafulda_structured_v3\imbalance\20g\22.7328_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\22.7328.csv,1
4k_mafulda_structured_v3\imbalance\20g\22.7328_slice_4.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\22.7328.csv,1
4k_mafulda_structured_v3\imbalance\20g\22.7328_slice_5.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\22.7328.csv,1
4k_mafulda_structured_v3\imbalance\20g\22.7328_slice_6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\22.7328.csv,1
4k_mafulda_structured_v3\imbalance\20g\22.7328_slice_7.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\22.7328.csv,1
4k_mafulda_structured_v3\imbalance\20g\23.552_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\23.552.csv,1
4k_mafulda_structured_v3\imbalance\20g\23.552_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\23.552.csv,1
4k_mafulda_structured_v3\imbalance\20g\23.552_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\23.552.csv,1
4k_mafulda_structured_v3\imbalance\20g\23.552_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\23.552.csv,1
4k_mafulda_structured_v3\imbalance\20g\23.552_slice_4.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\23.552.csv,1
4k_mafulda_structured_v3\imbalance\20g\23.552_slice_5.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\23.552.csv,1
4k_mafulda_structured_v3\imbalance\20g\23.552_slice_6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\23.552.csv,1
4k_mafulda_structured_v3\imbalance\20g\23.552_slice_7.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\23.552.csv,1
4k_mafulda_structured_v3\imbalance\20g\24.7808_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\24.7808.csv,1
4k_mafulda_structured_v3\imbalance\20g\24.7808_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\24.7808.csv,1
4k_mafulda_structured_v3\imbalance\20g\24.7808_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\24.7808.csv,1
4k_mafulda_structured_v3\imbalance\20g\24.7808_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\24.7808.csv,1
4k_mafulda_structured_v3\imbalance\20g\24.7808_slice_4.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\24.7808.csv,1
4k_mafulda_structured_v3\imbalance\20g\24.7808_slice_5.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\24.7808.csv,1
4k_mafulda_structured_v3\imbalance\20g\24.7808_slice_6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\24.7808.csv,1
4k_mafulda_structured_v3\imbalance\20g\24.7808_slice_7.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\24.7808.csv,1
4k_mafulda_structured_v3\imbalance\20g\25.6_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\25.6.csv,1
4k_mafulda_structured_v3\imbalance\20g\25.6_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\25.6.csv,1
4k_mafulda_structured_v3\imbalance\20g\25.6_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\25.6.csv,1
4k_mafulda_structured_v3\imbalance\20g\25.6_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\25.6.csv,1
4k_mafulda_structured_v3\imbalance\20g\25.6_slice_4.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\25.6.csv,1
4k_mafulda_structured_v3\imbalance\20g\25.6_slice_5.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\25.6.csv,1
4k_mafulda_structured_v3\imbalance\20g\25.6_slice_6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\25.6.csv,1
4k_mafulda_structured_v3\imbalance\20g\25.6_slice_7.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\25.6.csv,1
4k_mafulda_structured_v3\imbalance\20g\26.4192_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\26.4192.csv,1
4k_mafulda_structured_v3\imbalance\20g\26.4192_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\26.4192.csv,1
4k_mafulda_structured_v3\imbalance\20g\26.4192_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\26.4192.csv,1
4k_mafulda_structured_v3\imbalance\20g\26.4192_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\26.4192.csv,1
4k_mafulda_structured_v3\imbalance\20g\26.4192_slice_4.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\26.4192.csv,1
4k_mafulda_structured_v3\imbalance\20g\26.4192_slice_5.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\26.4192.csv,1
4k_mafulda_structured_v3\imbalance\20g\26.4192_slice_6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\26.4192.csv,1
4k_mafulda_structured_v3\imbalance\20g\26.4192_slice_7.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\26.4192.csv,1
4k_mafulda_structured_v3\imbalance\20g\27.4432_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\27.4432.csv,1
4k_mafulda_structured_v3\imbalance\20g\27.4432_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\27.4432.csv,1
4k_mafulda_structured_v3\imbalance\20g\27.4432_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\27.4432.csv,1
4k_mafulda_structured_v3\imbalance\20g\27.4432_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\27.4432.csv,1
4k_mafulda_structured_v3\imbalance\20g\27.4432_slice_4.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\27.4432.csv,1
4k_mafulda_structured_v3\imbalance\20g\27.4432_slice_5.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\27.4432.csv,1
4k_mafulda_structured_v3\imbalance\20g\27.4432_slice_6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\27.4432.csv,1
4k_mafulda_structured_v3\imbalance\20g\27.4432_slice_7.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\27.4432.csv,1
4k_mafulda_structured_v3\imbalance\20g\28.4672_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\28.4672.csv,1
4k_mafulda_structured_v3\imbalance\20g\28.4672_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\28.4672.csv,1
4k_mafulda_structured_v3\imbalance\20g\28.4672_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\28.4672.csv,1
4k_mafulda_structured_v3\imbalance\20g\28.4672_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\28.4672.csv,1
4k_mafulda_structured_v3\imbalance\20g\28.4672_slice_4.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\28.4672.csv,1
4k_mafulda_structured_v3\imbalance\20g\28.4672_slice_5.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\28.4672.csv,1
4k_mafulda_structured_v3\imbalance\20g\28.4672_slice_6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\28.4672.csv,1
4k_mafulda_structured_v3\imbalance\20g\28.4672_slice_7.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\28.4672.csv,1
4k_mafulda_structured_v3\imbalance\20g\29.4912_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\29.4912.csv,1
4k_mafulda_structured_v3\imbalance\20g\29.4912_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\29.4912.csv,1
4k_mafulda_structured_v3\imbalance\20g\29.4912_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\29.4912.csv,1
4k_mafulda_structured_v3\imbalance\20g\29.4912_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\29.4912.csv,1
4k_mafulda_structured_v3\imbalance\20g\29.4912_slice_4.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\29.4912.csv,1
4k_mafulda_structured_v3\imbalance\20g\29.4912_slice_5.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\29.4912.csv,1
4k_mafulda_structured_v3\imbalance\20g\29.4912_slice_6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\29.4912.csv,1
4k_mafulda_structured_v3\imbalance\20g\29.4912_slice_7.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\29.4912.csv,1
4k_mafulda_structured_v3\imbalance\20g\30.5152_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\30.5152.csv,1
4k_mafulda_structured_v3\imbalance\20g\30.5152_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\30.5152.csv,1
4k_mafulda_structured_v3\imbalance\20g\30.5152_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\30.5152.csv,1
4k_mafulda_structured_v3\imbalance\20g\30.5152_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\30.5152.csv,1
4k_mafulda_structured_v3\imbalance\20g\30.5152_slice_4.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\30.5152.csv,1
4k_mafulda_structured_v3\imbalance\20g\30.5152_slice_5.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\30.5152.csv,1
4k_mafulda_structured_v3\imbalance\20g\30.5152_slice_6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\30.5152.csv,1
4k_mafulda_structured_v3\imbalance\20g\30.5152_slice_7.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\30.5152.csv,1
4k_mafulda_structured_v3\imbalance\20g\31.5392_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\31.5392.csv,1
4k_mafulda_structured_v3\imbalance\20g\31.5392_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\31.5392.csv,1
4k_mafulda_structured_v3\imbalance\20g\31.5392_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\31.5392.csv,1
4k_mafulda_structured_v3\imbalance\20g\31.5392_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\31.5392.csv,1
4k_mafulda_structured_v3\imbalance\20g\31.5392_slice_4.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\31.5392.csv,1
4k_mafulda_structured_v3\imbalance\20g\31.5392_slice_5.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\31.5392.csv,1
4k_mafulda_structured_v3\imbalance\20g\31.5392_slice_6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\31.5392.csv,1
4k_mafulda_structured_v3\imbalance\20g\31.5392_slice_7.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\31.5392.csv,1
4k_mafulda_structured_v3\imbalance\20g\32.5632_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\32.5632.csv,1
4k_mafulda_structured_v3\imbalance\20g\32.5632_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\32.5632.csv,1
4k_mafulda_structured_v3\imbalance\20g\32.5632_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\32.5632.csv,1
4k_mafulda_structured_v3\imbalance\20g\32.5632_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\32.5632.csv,1
4k_mafulda_structured_v3\imbalance\20g\32.5632_slice_4.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\32.5632.csv,1
4k_mafulda_structured_v3\imbalance\20g\32.5632_slice_5.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\32.5632.csv,1
4k_mafulda_structured_v3\imbalance\20g\32.5632_slice_6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\32.5632.csv,1
4k_mafulda_structured_v3\imbalance\20g\32.5632_slice_7.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\32.5632.csv,1
4k_mafulda_structured_v3\imbalance\20g\33.5872_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\33.5872.csv,1
4k_mafulda_structured_v3\imbalance\20g\33.5872_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\33.5872.csv,1
4k_mafulda_structured_v3\imbalance\20g\33.5872_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\33.5872.csv,1
4k_mafulda_structured_v3\imbalance\20g\33.5872_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\33.5872.csv,1
4k_mafulda_structured_v3\imbalance\20g\33.5872_slice_4.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\33.5872.csv,1
4k_mafulda_structured_v3\imbalance\20g\33.5872_slice_5.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\33.5872.csv,1
4k_mafulda_structured_v3\imbalance\20g\33.5872_slice_6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\33.5872.csv,1
4k_mafulda_structured_v3\imbalance\20g\33.5872_slice_7.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\33.5872.csv,1
4k_mafulda_structured_v3\imbalance\20g\34.6112_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\34.6112.csv,1
4k_mafulda_structured_v3\imbalance\20g\34.6112_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\34.6112.csv,1
4k_mafulda_structured_v3\imbalance\20g\34.6112_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\34.6112.csv,1
4k_mafulda_structured_v3\imbalance\20g\34.6112_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\34.6112.csv,1
4k_mafulda_structured_v3\imbalance\20g\34.6112_slice_4.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\34.6112.csv,1
4k_mafulda_structured_v3\imbalance\20g\34.6112_slice_5.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\34.6112.csv,1
4k_mafulda_structured_v3\imbalance\20g\34.6112_slice_6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\34.6112.csv,1
4k_mafulda_structured_v3\imbalance\20g\34.6112_slice_7.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\34.6112.csv,1
4k_mafulda_structured_v3\imbalance\20g\36.0448_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\36.0448.csv,1
4k_mafulda_structured_v3\imbalance\20g\36.0448_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\36.0448.csv,1
4k_mafulda_structured_v3\imbalance\20g\36.0448_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\36.0448.csv,1
4k_mafulda_structured_v3\imbalance\20g\36.0448_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\36.0448.csv,1
4k_mafulda_structured_v3\imbalance\20g\36.0448_slice_4.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\36.0448.csv,1
4k_mafulda_structured_v3\imbalance\20g\36.0448_slice_5.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\36.0448.csv,1
4k_mafulda_structured_v3\imbalance\20g\36.0448_slice_6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\36.0448.csv,1
4k_mafulda_structured_v3\imbalance\20g\36.0448_slice_7.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\36.0448.csv,1
4k_mafulda_structured_v3\imbalance\20g\36.4544_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\36.4544.csv,1
4k_mafulda_structured_v3\imbalance\20g\36.4544_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\36.4544.csv,1
4k_mafulda_structured_v3\imbalance\20g\36.4544_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\36.4544.csv,1
4k_mafulda_structured_v3\imbalance\20g\36.4544_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\36.4544.csv,1
4k_mafulda_structured_v3\imbalance\20g\36.4544_slice_4.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\36.4544.csv,1
4k_mafulda_structured_v3\imbalance\20g\36.4544_slice_5.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\36.4544.csv,1
4k_mafulda_structured_v3\imbalance\20g\36.4544_slice_6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\36.4544.csv,1
4k_mafulda_structured_v3\imbalance\20g\36.4544_slice_7.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\36.4544.csv,1
4k_mafulda_structured_v3\imbalance\20g\37.888_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\37.888.csv,1
4k_mafulda_structured_v3\imbalance\20g\37.888_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\37.888.csv,1
4k_mafulda_structured_v3\imbalance\20g\37.888_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\37.888.csv,1
4k_mafulda_structured_v3\imbalance\20g\37.888_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\37.888.csv,1
4k_mafulda_structured_v3\imbalance\20g\37.888_slice_4.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\37.888.csv,1
4k_mafulda_structured_v3\imbalance\20g\37.888_slice_5.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\37.888.csv,1
4k_mafulda_structured_v3\imbalance\20g\37.888_slice_6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\37.888.csv,1
4k_mafulda_structured_v3\imbalance\20g\37.888_slice_7.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\37.888.csv,1
4k_mafulda_structured_v3\imbalance\20g\38.7072_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\38.7072.csv,1
4k_mafulda_structured_v3\imbalance\20g\38.7072_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\38.7072.csv,1
4k_mafulda_structured_v3\imbalance\20g\38.7072_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\38.7072.csv,1
4k_mafulda_structured_v3\imbalance\20g\38.7072_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\38.7072.csv,1
4k_mafulda_structured_v3\imbalance\20g\38.7072_slice_4.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\38.7072.csv,1
4k_mafulda_structured_v3\imbalance\20g\38.7072_slice_5.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\38.7072.csv,1
4k_mafulda_structured_v3\imbalance\20g\38.7072_slice_6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\38.7072.csv,1
4k_mafulda_structured_v3\imbalance\20g\38.7072_slice_7.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\38.7072.csv,1
4k_mafulda_structured_v3\imbalance\20g\39.936_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\39.936.csv,1
4k_mafulda_structured_v3\imbalance\20g\39.936_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\39.936.csv,1
4k_mafulda_structured_v3\imbalance\20g\39.936_slice_2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\39.936.csv,1
4k_mafulda_structured_v3\imbalance\20g\39.936_slice_3.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\39.936.csv,1
4k_mafulda_structured_v3\imbalance\20g\39.936_slice_4.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\39.936.csv,1
4k_mafulda_structured_v3\imbalance\20g\39.936_slice_5.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\39.936.csv,1
4k_mafulda_structured_v3\imbalance\20g\39.936_slice_6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\39.936.csv,1
4k_mafulda_structured_v3\imbalance\20g\39.936_slice_7.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\39.936.csv,1
4k_mafulda_structured_v3\imbalance\20g\40.7552_slice_0.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\40.7552.csv,1
4k_mafulda_structured_v3\imbalance\20g\40.7552_slice_1.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\20g\40.7552.csv,1
