path,original_path,label,label_name,rpm
4k_mafulda_structured_v3\imbalance\35g\51.8144.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\35g\51.8144.csv,1,Imbalance,3040.919677083291
4k_mafulda_structured_v3\imbalance\35g\52.4288.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\35g\52.4288.csv,1,Imbalance,3066.6575445007425
4k_mafulda_structured_v3\imbalance\35g\52.8384.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\35g\52.8384.csv,1,Imbalance,3103.958549721486
4k_mafulda_structured_v3\imbalance\35g\54.4768.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\35g\54.4768.csv,1,Imbalance,3195.783808028706
4k_mafulda_structured_v3\imbalance\35g\55.0912.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\35g\55.0912.csv,1,Imbalance,3226.531398484654
4k_mafulda_structured_v3\imbalance\35g\56.7296.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\35g\56.7296.csv,1,Imbalance,3320.433902111363
4k_mafulda_structured_v3\imbalance\6g\13.9264.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\13.9264.csv,1,Imbalance,821.5768637511427
4k_mafulda_structured_v3\imbalance\6g\14.336.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\14.336.csv,1,Imbalance,838.6746509573856
4k_mafulda_structured_v3\imbalance\6g\15.36.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\15.36.csv,1,Imbalance,901.347148576115
4k_mafulda_structured_v3\imbalance\6g\16.1792.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\16.1792.csv,1,Imbalance,950.7266841300851
4k_mafulda_structured_v3\imbalance\6g\17.408.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\17.408.csv,1,Imbalance,1015.9037310273931
4k_mafulda_structured_v3\imbalance\6g\18.432.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\18.432.csv,1,Imbalance,1082.3168877917087
4k_mafulda_structured_v3\imbalance\6g\19.6608.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\19.6608.csv,1,Imbalance,1149.5504652654251
4k_mafulda_structured_v3\imbalance\6g\20.2752.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\20.2752.csv,1,Imbalance,1192.6203572993234
4k_mafulda_structured_v3\imbalance\6g\21.7088.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\21.7088.csv,1,Imbalance,1272.3417146319298
4k_mafulda_structured_v3\imbalance\6g\22.7328.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\22.7328.csv,1,Imbalance,1326.0286860150607
4k_mafulda_structured_v3\imbalance\6g\23.552.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\23.552.csv,1,Imbalance,1382.3167628946114
4k_mafulda_structured_v3\imbalance\6g\24.576.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\24.576.csv,1,Imbalance,1436.6081560711787
4k_mafulda_structured_v3\imbalance\6g\25.3952.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\25.3952.csv,1,Imbalance,1486.3030527617443
4k_mafulda_structured_v3\imbalance\6g\26.8288.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\26.8288.csv,1,Imbalance,1573.9451540650161
4k_mafulda_structured_v3\imbalance\6g\27.648.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\27.648.csv,1,Imbalance,1625.8073839755607
4k_mafulda_structured_v3\imbalance\6g\28.8768.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\28.8768.csv,1,Imbalance,1689.9980283356335
4k_mafulda_structured_v3\imbalance\6g\29.4912.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\29.4912.csv,1,Imbalance,1727.8878685355244
4k_mafulda_structured_v3\imbalance\6g\30.5152.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\30.5152.csv,1,Imbalance,1788.0154639175257
4k_mafulda_structured_v3\imbalance\6g\31.5392.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\31.5392.csv,1,Imbalance,1851.4858274608828
4k_mafulda_structured_v3\imbalance\6g\32.9728.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\32.9728.csv,1,Imbalance,1927.8335515786412
4k_mafulda_structured_v3\imbalance\6g\33.9968.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\33.9968.csv,1,Imbalance,1990.1977733908545
4k_mafulda_structured_v3\imbalance\6g\34.816.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\34.816.csv,1,Imbalance,2038.453187947796
4k_mafulda_structured_v3\imbalance\6g\35.6352.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\35.6352.csv,1,Imbalance,2089.7589730787504
4k_mafulda_structured_v3\imbalance\6g\36.4544.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\36.4544.csv,1,Imbalance,2133.859254200025
4k_mafulda_structured_v3\imbalance\6g\37.6832.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\37.6832.csv,1,Imbalance,2213.1965855829485
4k_mafulda_structured_v3\imbalance\6g\38.5024.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\38.5024.csv,1,Imbalance,2261.4037633628404
4k_mafulda_structured_v3\imbalance\6g\39.3216.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\39.3216.csv,1,Imbalance,2304.221591320363
4k_mafulda_structured_v3\imbalance\6g\40.7552.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\40.7552.csv,1,Imbalance,2383.8189260775343
4k_mafulda_structured_v3\imbalance\6g\41.3696.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\41.3696.csv,1,Imbalance,2421.356120047865
4k_mafulda_structured_v3\imbalance\6g\42.5984.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\42.5984.csv,1,Imbalance,2493.044766412545
4k_mafulda_structured_v3\imbalance\6g\43.4176.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\43.4176.csv,1,Imbalance,2547.98093643331
4k_mafulda_structured_v3\imbalance\6g\44.4416.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\44.4416.csv,1,Imbalance,2605.8003184867057
4k_mafulda_structured_v3\imbalance\6g\45.4656.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\45.4656.csv,1,Imbalance,2659.8732247452463
4k_mafulda_structured_v3\imbalance\6g\46.6944.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\46.6944.csv,1,Imbalance,2735.5439956616924
4k_mafulda_structured_v3\imbalance\6g\47.3088.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\47.3088.csv,1,Imbalance,2767.884482119547
4k_mafulda_structured_v3\imbalance\6g\48.128.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\48.128.csv,1,Imbalance,2824.6768923725676
4k_mafulda_structured_v3\imbalance\6g\49.152.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\49.152.csv,1,Imbalance,2877.4149015578973
4k_mafulda_structured_v3\imbalance\6g\50.5856.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\50.5856.csv,1,Imbalance,2969.749434905978
4k_mafulda_structured_v3\imbalance\6g\51.8144.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\51.8144.csv,1,Imbalance,3039.2081978219003
4k_mafulda_structured_v3\imbalance\6g\52.224.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\52.224.csv,1,Imbalance,3054.3285687945427
4k_mafulda_structured_v3\imbalance\6g\53.6576.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\53.6576.csv,1,Imbalance,3148.131023363716
4k_mafulda_structured_v3\imbalance\6g\54.4768.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\54.4768.csv,1,Imbalance,3186.6354440769624
4k_mafulda_structured_v3\imbalance\6g\55.296.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\55.296.csv,1,Imbalance,3238.986642692011
4k_mafulda_structured_v3\imbalance\6g\56.1152.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\56.1152.csv,1,Imbalance,3288.8264230498944
4k_mafulda_structured_v3\imbalance\6g\58.1632.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\58.1632.csv,1,Imbalance,3405.603802723681
4k_mafulda_structured_v3\imbalance\6g\58.7776.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\58.7776.csv,1,Imbalance,3445.7554557794715
4k_mafulda_structured_v3\imbalance\6g\59.392.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\59.392.csv,1,Imbalance,3482.869884785063
4k_mafulda_structured_v3\imbalance\6g\60.2112.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\60.2112.csv,1,Imbalance,3530.049597397643
4k_mafulda_structured_v3\imbalance\6g\62.0544.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\imbalance\6g\62.0544.csv,1,Imbalance,3631.0119787205813
4k_mafulda_structured_v3\normal\12.288.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\12.288.csv,0,Normal,725.169103699182
4k_mafulda_structured_v3\normal\13.1072.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\13.1072.csv,0,Normal,772.6700175862916
4k_mafulda_structured_v3\normal\14.336.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\14.336.csv,0,Normal,846.200071129861
4k_mafulda_structured_v3\normal\15.1552.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\15.1552.csv,0,Normal,892.4823643039657
4k_mafulda_structured_v3\normal\16.1792.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\16.1792.csv,0,Normal,952.2375547841799
4k_mafulda_structured_v3\normal\17.2032.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\17.2032.csv,0,Normal,1012.6891166422644
4k_mafulda_structured_v3\normal\18.432.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\18.432.csv,0,Normal,1084.6383523246604
4k_mafulda_structured_v3\normal\19.6608.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\19.6608.csv,0,Normal,1151.12377437974
4k_mafulda_structured_v3\normal\20.2752.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\20.2752.csv,0,Normal,1189.075069463824
4k_mafulda_structured_v3\normal\21.7088.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\21.7088.csv,0,Normal,1269.2502961584025
4k_mafulda_structured_v3\normal\22.3232.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\22.3232.csv,0,Normal,1305.8987122387698
4k_mafulda_structured_v3\normal\23.552.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\23.552.csv,0,Normal,1378.816658057536
4k_mafulda_structured_v3\normal\24.576.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\24.576.csv,0,Normal,1446.3044288515453
4k_mafulda_structured_v3\normal\25.6.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\25.6.csv,0,Normal,1500.8533077273773
4k_mafulda_structured_v3\normal\26.624.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\26.624.csv,0,Normal,1555.8789711096995
4k_mafulda_structured_v3\normal\27.4432.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\27.4432.csv,0,Normal,1613.614212746339
4k_mafulda_structured_v3\normal\28.8768.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\28.8768.csv,0,Normal,1693.9992094670358
4k_mafulda_structured_v3\normal\29.4912.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\29.4912.csv,0,Normal,1731.5982369181588
4k_mafulda_structured_v3\normal\30.72.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\30.72.csv,0,Normal,1796.609352014855
4k_mafulda_structured_v3\normal\31.744.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\31.744.csv,0,Normal,1859.9707718878703
4k_mafulda_structured_v3\normal\32.9728.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\32.9728.csv,0,Normal,1926.2687326605528
4k_mafulda_structured_v3\normal\33.5872.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\33.5872.csv,0,Normal,1962.8306506643119
4k_mafulda_structured_v3\normal\34.2016.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\34.2016.csv,0,Normal,2009.3041271429552
4k_mafulda_structured_v3\normal\35.4304.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\35.4304.csv,0,Normal,2077.135806842472
4k_mafulda_structured_v3\normal\36.4544.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\36.4544.csv,0,Normal,2133.018401802822
4k_mafulda_structured_v3\normal\37.6832.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\37.6832.csv,0,Normal,2202.9790375910884
4k_mafulda_structured_v3\normal\38.2976.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\38.2976.csv,0,Normal,2246.847166073413
4k_mafulda_structured_v3\normal\39.3216.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\39.3216.csv,0,Normal,2300.492789771283
4k_mafulda_structured_v3\normal\40.3456.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\40.3456.csv,0,Normal,2368.7041013225266
4k_mafulda_structured_v3\normal\41.7792.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\41.7792.csv,0,Normal,2443.4770397416096
4k_mafulda_structured_v3\normal\42.3936.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\42.3936.csv,0,Normal,2489.1874666805625
4k_mafulda_structured_v3\normal\43.6224.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\43.6224.csv,0,Normal,2559.2531487666492
4k_mafulda_structured_v3\normal\44.6464.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\44.6464.csv,0,Normal,2619.20590803143
4k_mafulda_structured_v3\normal\45.4656.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\45.4656.csv,0,Normal,2661.036881248721
4k_mafulda_structured_v3\normal\46.2848.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\46.2848.csv,0,Normal,2716.822565324489
4k_mafulda_structured_v3\normal\47.7184.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\47.7184.csv,0,Normal,2792.119483457896
4k_mafulda_structured_v3\normal\48.9472.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\48.9472.csv,0,Normal,2870.074847049933
4k_mafulda_structured_v3\normal\49.5616.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\49.5616.csv,0,Normal,2898.9110038331382
4k_mafulda_structured_v3\normal\51.8144.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\51.8144.csv,0,Normal,3032.223389833228
4k_mafulda_structured_v3\normal\52.4288.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\52.4288.csv,0,Normal,3077.207745714033
4k_mafulda_structured_v3\normal\53.8624.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\53.8624.csv,0,Normal,3156.892749990963
4k_mafulda_structured_v3\normal\54.6816.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\54.6816.csv,0,Normal,3209.160329810335
4k_mafulda_structured_v3\normal\55.7056.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\55.7056.csv,0,Normal,3262.445625906235
4k_mafulda_structured_v3\normal\56.7296.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\56.7296.csv,0,Normal,3324.6870056134208
4k_mafulda_structured_v3\normal\57.9584.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\57.9584.csv,0,Normal,3395.0270478514217
4k_mafulda_structured_v3\normal\58.7776.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\58.7776.csv,0,Normal,3449.9674303774054
4k_mafulda_structured_v3\normal\59.5968.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\59.5968.csv,0,Normal,3487.6728803367405
4k_mafulda_structured_v3\normal\60.416.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\60.416.csv,0,Normal,3542.2113519439995
4k_mafulda_structured_v3\normal\61.44.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\normal\61.44.csv,0,Normal,3602.3517694494867
4k_mafulda_structured_v3\overhang\ball_fault\0g\12.9024.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\12.9024.csv,3,Bearing,759.8628978556343
4k_mafulda_structured_v3\overhang\ball_fault\0g\14.1312.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\14.1312.csv,3,Bearing,825.7337494383795
4k_mafulda_structured_v3\overhang\ball_fault\0g\15.7696.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\15.7696.csv,3,Bearing,925.1857472700934
4k_mafulda_structured_v3\overhang\ball_fault\0g\16.5888.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\16.5888.csv,3,Bearing,978.0867807496219
4k_mafulda_structured_v3\overhang\ball_fault\0g\17.6128.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\17.6128.csv,3,Bearing,1030.248916218542
4k_mafulda_structured_v3\overhang\ball_fault\0g\18.6368.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\18.6368.csv,3,Bearing,1091.1052446609401
4k_mafulda_structured_v3\overhang\ball_fault\0g\19.6608.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\19.6608.csv,3,Bearing,1156.1021913207148
4k_mafulda_structured_v3\overhang\ball_fault\0g\20.6848.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\20.6848.csv,3,Bearing,1210.9029703449864
4k_mafulda_structured_v3\overhang\ball_fault\0g\21.504.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\21.504.csv,3,Bearing,1259.2526819660486
4k_mafulda_structured_v3\overhang\ball_fault\0g\22.3232.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\22.3232.csv,3,Bearing,1312.6731162940068
4k_mafulda_structured_v3\overhang\ball_fault\0g\23.552.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\23.552.csv,3,Bearing,1376.9723518446197
4k_mafulda_structured_v3\overhang\ball_fault\0g\24.3712.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\24.3712.csv,3,Bearing,1427.292740160147
4k_mafulda_structured_v3\overhang\ball_fault\0g\25.8048.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\25.8048.csv,3,Bearing,1512.0784829215777
4k_mafulda_structured_v3\overhang\ball_fault\0g\26.4192.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\26.4192.csv,3,Bearing,1546.4789413062913
4k_mafulda_structured_v3\overhang\ball_fault\0g\27.4432.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\27.4432.csv,3,Bearing,1604.759164552653
4k_mafulda_structured_v3\overhang\ball_fault\0g\28.8768.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\28.8768.csv,3,Bearing,1687.329760479523
4k_mafulda_structured_v3\overhang\ball_fault\0g\29.2864.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\29.2864.csv,3,Bearing,1718.4417847591155
4k_mafulda_structured_v3\overhang\ball_fault\0g\30.1056.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\30.1056.csv,3,Bearing,1758.6487109307093
4k_mafulda_structured_v3\overhang\ball_fault\0g\31.5392.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\31.5392.csv,3,Bearing,1846.8462959112535
4k_mafulda_structured_v3\overhang\ball_fault\0g\32.768.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\32.768.csv,3,Bearing,1925.6923465764803
4k_mafulda_structured_v3\overhang\ball_fault\0g\33.5872.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\33.5872.csv,3,Bearing,1963.3666486220072
4k_mafulda_structured_v3\overhang\ball_fault\0g\34.4064.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\34.4064.csv,3,Bearing,2020.633857918384
4k_mafulda_structured_v3\overhang\ball_fault\0g\35.6352.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\35.6352.csv,3,Bearing,2091.215685326435
4k_mafulda_structured_v3\overhang\ball_fault\0g\36.4544.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\36.4544.csv,3,Bearing,2135.4288150179764
4k_mafulda_structured_v3\overhang\ball_fault\0g\37.4784.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\37.4784.csv,3,Bearing,2194.242725040489
4k_mafulda_structured_v3\overhang\ball_fault\0g\38.2976.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\38.2976.csv,3,Bearing,2248.648997175084
4k_mafulda_structured_v3\overhang\ball_fault\0g\39.5264.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\39.5264.csv,3,Bearing,2317.310632271769
4k_mafulda_structured_v3\overhang\ball_fault\0g\40.3456.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\40.3456.csv,3,Bearing,2367.2004550151805
4k_mafulda_structured_v3\overhang\ball_fault\0g\41.3696.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\41.3696.csv,3,Bearing,2428.614367297866
4k_mafulda_structured_v3\overhang\ball_fault\0g\42.3936.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\42.3936.csv,3,Bearing,2487.902673891515
4k_mafulda_structured_v3\overhang\ball_fault\0g\43.4176.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\43.4176.csv,3,Bearing,2540.127087768718
4k_mafulda_structured_v3\overhang\ball_fault\0g\44.032.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\44.032.csv,3,Bearing,2586.112028172114
4k_mafulda_structured_v3\overhang\ball_fault\0g\45.2608.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\45.2608.csv,3,Bearing,3739.2339472025765
4k_mafulda_structured_v3\overhang\ball_fault\0g\46.4896.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\46.4896.csv,3,Bearing,2738.265442120823
4k_mafulda_structured_v3\overhang\ball_fault\0g\47.5136.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\47.5136.csv,3,Bearing,2804.3623414199865
4k_mafulda_structured_v3\overhang\ball_fault\0g\48.5376.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\48.5376.csv,3,Bearing,2898.714729039812
4k_mafulda_structured_v3\overhang\ball_fault\0g\49.5616.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\49.5616.csv,3,Bearing,2933.0689950164983
4k_mafulda_structured_v3\overhang\ball_fault\0g\50.9952.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\overhang\ball_fault\0g\50.9952.csv,3,Bearing,2985.7415607100784
